,train_acc,val_acc
0,0.2547146705853539,0.2586333578251286
1,0.25936811168258633,0.2586333578251286
2,0.25936811168258633,0.2586333578251286
3,0.25936811168258633,0.2586333578251286
4,0.25936811168258633,0.2586333578251286
5,0.25936811168258633,0.2586333578251286
6,0.25936811168258633,0.2586333578251286
7,0.25936811168258633,0.2586333578251286
8,0.25936811168258633,0.2586333578251286
9,0.25936811168258633,0.2586333578251286
10,0.25936811168258633,0.2586333578251286
11,0.25936811168258633,0.2586333578251286
12,0.25936811168258633,0.2586333578251286
13,0.25936811168258633,0.2586333578251286
14,0.25936811168258633,0.2586333578251286
15,0.25936811168258633,0.2586333578251286
16,0.25936811168258633,0.2586333578251286
17,0.25936811168258633,0.2586333578251286
18,0.25936811168258633,0.2586333578251286
19,0.25936811168258633,0.2586333578251286
20,0.25936811168258633,0.2586333578251286
21,0.25936811168258633,0.2586333578251286
22,0.25936811168258633,0.2586333578251286
23,0.25936811168258633,0.2586333578251286
24,0.25936811168258633,0.2586333578251286
25,0.25936811168258633,0.2586333578251286
26,0.25936811168258633,0.2586333578251286
27,0.25936811168258633,0.2586333578251286
28,0.25936811168258633,0.2586333578251286
29,0.25936811168258633,0.2586333578251286
